model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,wiek_auta,przebieg_na_rok,automat,diesel,cena_na_1000_km,log_cena,log_przebieg,segment_silnika
 5 Series,2018,23399,Automatic,20093,Diesel,145,68.9,2.0,2,10046.5,1,1,1164.534912656149,10.06044856538989,9.90817654202226,1.6-2.0
 3 Series,2018,20599,Automatic,22478,Petrol,145,47.9,2.0,2,11239.0,1,0,916.4071536613577,9.932997809910068,10.020336819032421,1.6-2.0
 3 Series,2015,14499,Manual,28656,Petrol,145,47.9,2.0,5,5731.2,0,0,505.9673366834171,9.581834960513193,10.263153020397368,1.6-2.0
 1 Series,2016,14699,Automatic,22190,Diesel,20,68.9,1.5,4,5547.5,1,1,662.4155024785939,9.595534743241988,10.007442080255977,<=1.5
 2 Series,2015,11399,Manual,32940,Diesel,30,62.8,2.0,5,6588.0,0,1,346.05343047966,9.341280911236778,10.40247336149791,1.6-2.0
 5 Series,2014,12500,Automatic,35677,Diesel,30,62.8,2.0,6,5946.166666666667,1,1,350.36578187627885,9.433483923290392,10.482289531311213,1.6-2.0
 3 Series,2016,13787,Automatic,46735,Diesel,30,65.7,2.0,4,11683.75,1,1,295.00374451695734,9.531481398171628,10.752270024627522,1.6-2.0
 5 Series,2015,12899,Automatic,76096,Diesel,125,60.1,2.0,5,15219.2,1,1,169.50956686291,9.464905067965136,11.239764121259313,1.6-2.0
 1 Series,2016,11799,Manual,37549,Diesel,20,70.6,1.5,4,9387.25,0,1,314.2294069083065,9.375770061099919,10.53342865719228,<=1.5
 1 Series,2012,5999,Manual,70876,Diesel,145,56.5,2.0,8,8859.5,0,1,84.64078108245386,8.699348067653093,11.168701259326799,1.6-2.0
 6 Series,2015,20000,Automatic,40517,Petrol,260,36.2,3.0,5,8103.4,1,0,493.61996199126287,9.903487552536127,10.609501598802897,2.6-3.0
 X5,2016,26000,Automatic,47026,Hybrid,0,85.6,2.0,4,11756.5,1,0,552.8856377323183,10.165851817003619,10.758477183833678,1.6-2.0
 6 Series,2016,20999,Automatic,45360,Diesel,200,49.6,3.0,4,11340.0,1,1,462.9409171075838,9.952230096524119,10.722407984014007,2.6-3.0
 3 Series,2016,12761,Manual,34239,Diesel,20,72.4,2.0,4,8559.75,0,1,372.70364204562054,9.454148923733976,10.441149830255679,1.6-2.0
 6 Series,2015,19199,Automatic,22797,Diesel,160,49.6,3.0,5,4559.4,1,1,842.172215642409,9.862613473326157,10.034428091796723,2.6-3.0
 3 Series,2013,10688,Automatic,43771,Diesel,30,62.8,2.0,7,6253.0,1,1,244.1799364876288,9.276876895776427,10.686749622538334,1.6-2.0
 6 Series,2008,8490,Automatic,72000,Diesel,260,40.9,3.0,12,6000.0,1,1,117.91666666666667,9.046644279305394,11.184435286790631,2.6-3.0
 1 Series,2013,6450,Manual,90000,Diesel,30,65.7,2.0,7,12857.142857142857,0,1,71.66666666666667,8.771835409789817,11.407576060361786,1.6-2.0
 3 Series,2010,6490,Automatic,81000,Diesel,145,53.3,2.0,10,8100.0,1,1,80.12345679012346,8.778017809698136,11.302216779257382,1.6-2.0
 3 Series,2010,5490,Manual,77523,Diesel,30,62.8,2.0,10,7752.3,0,1,70.8176928137456,8.610683534503575,11.258342844820639,1.6-2.0
 1 Series,2013,8490,Manual,70160,Diesel,125,60.1,2.0,7,10022.857142857143,0,1,121.00912200684151,9.046644279305394,11.15854788008018,1.6-2.0
 3 Series,2015,9990,Manual,44000,Diesel,20,68.9,2.0,5,8800.0,0,1,227.04545454545453,9.2093398716426,10.691967639914864,1.6-2.0
 3 Series,2011,7990,Manual,34915,Petrol,165,44.8,2.0,9,3879.4444444444443,0,0,228.84147214664185,8.98594603876032,10.46070045585524,1.6-2.0
 3 Series,2018,19999,Automatic,16882,Diesel,145,62.8,2.0,2,8441.0,1,1,1184.634521976069,9.903437551286085,9.734062477477194,1.6-2.0
 3 Series,2013,11470,Manual,37030,Diesel,30,62.8,2.0,7,5290.0,0,1,309.7488522819336,9.347490210123416,10.519510678674001,1.6-2.0
 4 Series,2017,17940,Automatic,38013,Diesel,145,60.1,2.0,3,12671.0,1,1,471.94380869702474,9.794788135612787,10.545709791910783,1.6-2.0
 2 Series,2016,12940,Manual,55272,Diesel,30,64.2,2.0,4,13818.0,0,1,234.1149225647706,9.468078568054892,10.920039822348286,1.6-2.0
 4 Series,2018,23470,Automatic,15307,Diesel,145,52.3,3.0,2,7653.5,1,1,1533.2854249689683,10.063478288845069,9.636130846545592,2.6-3.0
 1 Series,2012,7240,Manual,89462,Diesel,30,62.8,2.0,8,11182.75,0,1,80.92821533164918,8.887376485379763,11.401580410965146,1.6-2.0
 1 Series,2012,7940,Manual,54811,Diesel,125,60.1,2.0,8,6851.375,0,1,144.8614329240481,8.979668554241181,10.911664427066091,1.6-2.0
 X4,2016,20470,Automatic,52131,Diesel,150,54.3,2.0,4,13032.75,1,1,392.6646333275786,9.926715678655334,10.86153424265061,1.6-2.0
 1 Series,2014,9990,Manual,48165,Diesel,30,64.2,2.0,6,8027.5,0,1,207.41202117720337,9.2093398716426,10.782408656940278,1.6-2.0
 X1,2013,8790,Automatic,78661,Diesel,165,52.3,2.0,7,11237.285714285714,1,1,111.74533758787709,9.081369990679223,11.272915471546117,1.6-2.0
 3 Series,2011,6290,Manual,72082,Diesel,125,60.1,2.0,9,8009.111111111111,0,1,87.26172969673428,8.746716349694486,11.185573511837868,1.6-2.0
 3 Series,2015,14699,Automatic,64523,Diesel,160,51.4,3.0,5,12904.6,1,1,227.81023820963068,9.595534743241988,11.074792526597678,2.6-3.0
 5 Series,2019,21000,Automatic,20789,Petrol,145,50.4,2.0,1,20789.0,1,0,1010.1495983452787,9.95227771670556,9.942227380852058,1.6-2.0
 4 Series,2017,20000,Automatic,14282,Petrol,145,48.7,2.0,3,4760.666666666667,1,0,1400.3640946646128,9.903487552536127,9.566825297862628,1.6-2.0
 3 Series,2016,15899,Automatic,27562,Diesel,145,56.5,3.0,4,6890.5,1,1,576.8449314273274,9.67401149314871,10.224229572614233,2.6-3.0
 5 Series,2018,24299,Automatic,9273,Diesel,145,68.9,2.0,2,4636.5,1,1,2620.403321470937,10.098190476218488,9.134970064951407,1.6-2.0
 5 Series,2017,23000,Automatic,10740,Diesel,145,65.7,2.0,3,3580.0,1,1,2141.5270018621973,10.043249494911286,9.281823473598047,1.6-2.0
 5 Series,2013,10100,Automatic,89028,Diesel,125,57.6,2.0,7,12718.285714285714,1,1,113.44745473334231,9.22029070282935,11.396717438335704,1.6-2.0
 4 Series,2015,16999,Automatic,46028,Diesel,125,58.9,2.0,5,9205.6,1,1,369.31867558877207,9.74090979777877,10.737026911613315,1.6-2.0
 3 Series,2013,9943,Manual,52438,Diesel,125,60.1,2.0,7,7491.142857142857,0,1,189.614401769709,9.204624064980074,10.86740586828315,1.6-2.0
 1 Series,2018,14000,Manual,8228,Diesel,145,68.9,2.0,2,4114.0,0,1,1701.507049100632,9.546812608597396,9.015419779605713,1.6-2.0
 2 Series,2016,9989,Manual,43201,Diesel,20,68.9,2.0,4,10800.25,0,1,231.22149950232634,9.20923976653215,10.673642069456857,1.6-2.0
 5 Series,2015,11930,Automatic,89986,Diesel,125,60.1,2.0,5,17997.2,1,1,132.57617851665813,9.386811515091962,11.407420494434854,1.6-2.0
 2 Series,2015,11940,Automatic,78913,Diesel,30,62.8,2.0,5,15782.6,1,1,151.3058684880818,9.387649386946594,11.276113930890599,1.6-2.0
 1 Series,2010,7450,Automatic,75000,Diesel,165,52.3,2.0,10,7500.0,1,1,99.33333333333333,8.915969311373605,11.225256725762893,1.6-2.0
 1 Series,2017,14940,Manual,13000,Petrol,150,52.3,1.5,3,4333.333333333333,0,0,1149.2307692307693,9.611797458686809,9.472781556562168,<=1.5
 1 Series,2015,9834,Manual,55018,Diesel,20,65.7,2.0,5,11003.6,0,1,178.74150278090806,9.193601047971885,10.915433859104379,1.6-2.0
 X1,2016,12940,Automatic,81240,Diesel,30,65.7,2.0,4,20310.0,1,1,159.28114229443625,9.468078568054892,11.30517532482585,1.6-2.0
 5 Series,2015,13440,Automatic,59775,Diesel,30,62.8,2.0,5,11955.0,1,1,224.84316185696363,9.50599061407714,10.998359521588515,1.6-2.0
 1 Series,2013,7940,Manual,67916,Diesel,30,65.7,2.0,7,9702.285714285714,0,1,116.90912303433655,8.979668554241181,11.126041650398415,1.6-2.0
 5 Series,2010,9249,Automatic,94938,Diesel,240,43.5,3.0,10,9493.8,1,1,97.42147506793907,9.13227071655426,11.460989859081646,2.6-3.0
 2 Series,2016,12540,Manual,81145,Diesel,30,62.8,2.0,4,20286.25,0,1,154.5381724074188,9.436678814186912,11.30400528029226,1.6-2.0
 4 Series,2017,12789,Manual,85366,Diesel,145,62.8,2.0,3,28455.333333333332,0,1,149.81374317644028,9.45634070543332,11.3547148882366,1.6-2.0
 5 Series,2016,16440,Automatic,37323,Diesel,125,60.1,2.0,4,9330.75,1,1,440.4790611687163,9.70747266861017,10.527391830353913,1.6-2.0
 2 Series,2015,14470,Automatic,16000,Diesel,30,67.3,2.0,5,3200.0,1,1,904.375,9.57983281962553,9.680406499268875,1.6-2.0
 5 Series,2018,21940,Automatic,53519,Other,135,156.9,2.0,2,26759.5,1,0,409.94786898110954,9.99606673382922,10.887810694802111,1.6-2.0
 1 Series,2008,3940,Manual,68000,Petrol,150,48.7,1.6,12,5666.666666666667,0,0,57.94117647058823,8.27893600229198,11.127277689932466,1.6-2.0
 1 Series,2013,7440,Manual,75323,Petrol,145,49.6,1.6,7,10760.42857142857,0,0,98.77461067668575,8.914626127827137,11.229554088105532,1.6-2.0
 1 Series,2013,7340,Manual,85871,Petrol,145,49.6,1.6,7,12267.285714285714,0,0,85.47705278848505,8.901094121608562,11.36061309441661,1.6-2.0
 1 Series,2016,8940,Manual,79675,Diesel,0,83.1,1.5,4,19918.75,0,1,112.20583620960151,9.09829086816756,11.285723690195164,<=1.5
 X1,2017,15640,Automatic,89232,Diesel,145,65.7,2.0,3,29744.0,1,1,175.27344450421373,9.657587014099303,11.399006205308515,1.6-2.0
 1 Series,2015,8869,Manual,62574,Diesel,0,83.1,1.5,5,12514.8,0,1,141.73618435772048,9.090317329376452,11.044121116299975,<=1.5
 3 Series,2016,18439,Automatic,32731,Hybrid,0,134.5,2.0,4,8182.75,1,0,563.3497296141272,9.822223265705164,10.396108471647272,1.6-2.0
 1 Series,2017,12338,Manual,15770,Diesel,0,83.1,1.5,3,5256.666666666667,0,1,782.3715916296766,9.420439209769585,9.665928089487558,<=1.5
 4 Series,2015,17899,Automatic,23413,Petrol,235,38.2,3.0,5,4682.6,1,0,764.4898133515568,9.7925001243465,10.061089413039618,2.6-3.0
 5 Series,2016,16695,Automatic,39727,Diesel,125,60.1,2.0,4,9931.75,1,1,420.2431595640245,9.722864552377755,10.589811507747948,1.6-2.0
 Z4,2012,10199,Manual,49289,Petrol,200,41.5,2.0,8,6161.125,0,0,206.92243705492098,9.230044955250518,10.805476499699424,1.6-2.0
 1 Series,2016,10250,Manual,46717,Petrol,125,53.3,1.5,4,11679.25,0,0,219.40621187148147,9.235032984566555,10.751884808366633,<=1.5
 1 Series,2015,10790,Manual,29550,Petrol,125,53.3,1.5,5,5910.0,0,0,365.14382402707275,9.28637505825218,10.293872863209199,<=1.5
 1 Series,2017,11250,Manual,30846,Petrol,125,53.3,1.5,3,10282.0,0,0,364.7150359852169,9.328123407632566,10.336794779872381,<=1.5
 1 Series,2017,11750,Manual,12600,Petrol,125,53.3,1.5,3,4200.0,0,0,932.5396825396825,9.371608519572305,9.441531454869693,<=1.5
 1 Series,2012,6950,Automatic,96596,Diesel,30,64.2,2.0,8,12074.5,1,1,71.94914903308626,8.846496938558838,11.478302963817743,1.6-2.0
 4 Series,2015,12970,Manual,40276,Diesel,30,67.3,2.0,5,8055.2,0,1,322.0280067534015,9.47039427731049,10.603535865409372,1.6-2.0
 3 Series,2014,10230,Automatic,98381,Diesel,125,60.1,2.0,6,16396.833333333332,1,1,103.98349274758337,9.233079858945672,11.496613139477924,1.6-2.0
 2 Series,2018,13470,Automatic,67062,Diesel,145,51.4,2.0,2,33531.0,1,1,200.85890668336765,9.50822026940441,11.113387755076854,1.6-2.0
 3 Series,2013,9490,Automatic,56000,Diesel,30,62.8,2.0,7,8000.0,1,1,169.46428571428572,9.157993891603974,10.933124826700707,1.6-2.0
 X1,2017,14930,Manual,77484,Diesel,20,68.9,2.0,3,25828.0,0,1,192.6849414072583,9.611127890533236,11.257839648221434,1.6-2.0
 5 Series,2007,6470,Automatic,75000,Diesel,330,35.8,2.5,13,5769.2307692307695,1,1,86.26666666666667,8.774931387494947,11.225256725762893,2.1-2.5
 X5,2011,14970,Automatic,69987,Diesel,300,37.7,3.0,9,7776.333333333333,1,1,213.89686656093275,9.613803477413674,11.15607907776451,2.6-3.0
 4 Series,2016,17430,Automatic,55381,Diesel,145,53.3,3.0,4,13845.25,1,1,314.7288781351005,9.765948138514066,10.922009910193475,2.6-3.0
 2 Series,2016,13940,Automatic,79983,Diesel,20,68.9,2.0,4,19995.75,1,1,174.28703599514895,9.542517684314515,11.289581893653352,1.6-2.0
 2 Series,2017,12440,Manual,32218,Diesel,145,65.7,1.5,3,10739.333333333334,0,1,386.1195604941337,9.42867236629317,10.380311619626104,<=1.5
 4 Series,2015,11570,Manual,78217,Diesel,30,67.3,2.0,5,15643.4,0,1,147.92180727974738,9.356170820187723,11.267255079074408,1.6-2.0
 5 Series,2016,12980,Automatic,60337,Diesel,20,68.9,2.0,4,15084.25,1,1,215.1250476490379,9.471164990258082,11.007717366654944,1.6-2.0
 3 Series,2018,16940,Manual,10000,Petrol,150,52.3,1.5,2,5000.0,0,0,1694.0,9.737432968206045,9.210440366976517,<=1.5
 4 Series,2016,18640,Automatic,21000,Diesel,150,55.4,3.0,4,5250.0,1,1,887.6190476190476,9.833065088239582,9.952325334619427,2.6-3.0
 3 Series,2013,14440,Automatic,48000,Diesel,125,57.6,3.0,7,6857.142857142857,1,1,300.8333333333333,9.577757412446818,10.778977123006351,2.6-3.0
 1 Series,2016,14670,Automatic,26000,Petrol,125,54.3,1.5,4,6500.0,1,0,564.2307692307693,9.593559871137028,10.165890277802454,<=1.5
 1 Series,2017,9970,Manual,82000,Diesel,150,72.4,1.5,3,27333.333333333332,0,1,121.58536585365853,9.207335862955883,11.314486721293981,<=1.5
 3 Series,2013,9940,Manual,83000,Diesel,30,61.4,2.0,7,11857.142857142857,0,1,119.75903614457832,9.20432229965062,11.326607934898927,1.6-2.0
 5 Series,2016,15940,Automatic,66652,Diesel,160,51.4,3.0,4,16663.0,1,1,239.1526135749865,9.676586952344206,11.107255335846691,2.6-3.0
 3 Series,2011,8470,Manual,67869,Diesel,125,60.1,2.0,9,7541.0,0,1,124.79924560550472,9.0442857876461,11.125349389697805,1.6-2.0
 1 Series,2009,4490,Manual,79903,Diesel,30,62.8,2.0,11,7263.909090909091,0,1,56.19313417518741,8.4096079807363,11.2885811930795,1.6-2.0
 X5,2017,29440,Automatic,40070,Diesel,205,47.1,3.0,3,13356.666666666666,1,1,734.7142500623908,10.290109572842812,10.598408159645215,2.6-3.0
 3 Series,2012,10240,Automatic,37089,Petrol,160,47.1,2.0,8,4636.125,1,0,276.0926420232414,9.234056898593499,10.521102670483636,1.6-2.0
 3 Series,2017,12440,Manual,59158,Diesel,30,67.3,2.0,3,19719.333333333332,0,1,210.28432333750294,9.42867236629317,10.987984013368823,1.6-2.0
 6 Series,2012,12970,Automatic,50319,Diesel,160,51.4,3.0,8,6289.875,1,1,257.75551978377945,9.47039427731049,10.826157891374322,2.6-3.0
 1 Series,2016,12340,Manual,51727,Petrol,125,52.3,1.5,4,12931.75,0,0,238.56013300597368,9.42060129745938,10.853754499965214,<=1.5
 X1,2013,10440,Automatic,46217,Diesel,165,52.3,2.0,7,6602.428571428572,1,1,225.89090594370037,9.25339986143663,10.741124611581021,1.6-2.0
 i3,2015,14940,Automatic,59000,Other,0,470.8,0.6,5,11800.0,1,0,253.22033898305085,9.611797458686809,10.985309671896763,<=1.5
 4 Series,2016,15440,Manual,24083,Petrol,160,46.3,2.0,4,6020.75,0,0,641.1161400157788,9.644716823578767,10.089302998584339,1.6-2.0
 X1,2017,14940,Manual,64235,Diesel,125,60.1,2.0,3,21411.666666666668,0,1,232.58348252510314,9.611797458686809,11.070319080181381,1.6-2.0
 3 Series,2015,11690,Automatic,69002,Diesel,125,60.1,2.0,5,13800.4,1,1,169.41537926436916,9.366489054466115,11.141905260895113,1.6-2.0
 3 Series,2017,15940,Automatic,32997,Diesel,145,67.3,2.0,3,10999.0,1,1,483.074218868382,9.676586952344206,10.40420223255139,1.6-2.0
 3 Series,2018,15490,Manual,38631,Diesel,145,62.8,2.0,2,19315.5,0,1,400.97331158913823,9.647949933410914,10.561836227553378,1.6-2.0
 1 Series,2013,9270,Automatic,53000,Diesel,30,62.8,2.0,7,7571.428571428572,1,1,174.9056603773585,9.1345386585599,10.87806606028079,1.6-2.0
 2 Series,2016,14990,Manual,46527,Diesel,125,60.1,2.0,4,11631.75,0,1,322.1785199991403,9.615138591096644,10.747809560893192,1.6-2.0
 3 Series,2015,11970,Automatic,89001,Diesel,30,64.2,2.0,5,17800.2,1,1,134.49287086661946,9.390158798552019,11.3964141203719,1.6-2.0
 1 Series,2016,9440,Manual,71000,Diesel,0,83.1,1.5,4,17750.0,0,1,132.95774647887325,9.152711259139547,11.170449240431308,<=1.5
 3 Series,2016,9790,Manual,76218,Diesel,30,64.2,2.0,4,19054.5,0,1,128.44734839539217,9.189116735524555,11.241366054425752,1.6-2.0
 X5,2016,25940,Automatic,76544,Diesel,200,47.1,3.0,4,19136.0,1,1,338.8900501672241,10.163541457870435,11.245634082166182,2.6-3.0
 3 Series,2017,11490,Manual,65386,Petrol,125,52.3,1.5,3,21795.333333333332,0,0,175.7256905147891,9.3492323708428,11.088078740928163,<=1.5
 3 Series,2018,17240,Automatic,40739,Diesel,145,64.2,2.0,2,20369.5,1,1,423.1817177643045,9.754987544217684,10.614965689780798,1.6-2.0
 3 Series,2015,12189,Manual,33902,Diesel,30,65.7,2.0,5,6780.4,0,1,359.5363105421509,9.408289184655837,10.43125878502826,1.6-2.0
 1 Series,2016,13299,Manual,39077,Diesel,30,65.7,2.0,4,9769.25,0,1,340.3280702203342,9.495444123413163,10.573314927774456,1.6-2.0
 1 Series,2017,12415,Manual,17724,Diesel,145,83.1,1.5,3,5908.0,0,1,700.4626495147822,9.426660697942268,9.782731351400328,<=1.5
 1 Series,2013,13999,Automatic,48828,Petrol,235,37.7,3.0,7,6975.428571428572,1,0,286.7002539526501,9.546741177474825,10.796079677632406,2.6-3.0
 3 Series,2016,17940,Automatic,28136,Diesel,145,53.3,3.0,4,7034.0,1,1,637.6172874609042,9.794788135612787,10.244840715177048,2.6-3.0
 4 Series,2016,18970,Automatic,43306,Diesel,160,51.4,3.0,4,10826.5,1,1,438.04553641527735,9.85061406292906,10.676069563742107,2.6-3.0
 3 Series,2015,16940,Automatic,41115,Diesel,165,51.4,3.0,5,8223.0,1,1,412.01507965462724,9.737432968206045,10.624152619132813,2.6-3.0
 5 Series,2014,13290,Automatic,62125,Diesel,150,55.4,2.0,6,10354.166666666666,1,1,213.9235412474849,9.494767151707292,11.036919859848858,1.6-2.0
 X1,2016,13490,Manual,78256,Diesel,20,68.9,2.0,4,19564.0,0,1,172.38294827233693,9.509703949201802,11.267753561270382,1.6-2.0
 Z4,2010,9440,Manual,68090,Petrol,305,33.2,2.5,10,6809.0,0,0,138.64003524746659,9.152711259139547,11.12860032481358,2.1-2.5
 3 Series,2018,19940,Automatic,27246,Diesel,145,64.2,2.0,2,13623.0,1,1,731.8505468692653,9.900483043515829,10.21269870228773,1.6-2.0
 3 Series,2017,21299,Automatic,19351,Diesel,145,51.4,3.0,3,6450.333333333333,1,1,1100.6666322153894,9.966415402238601,9.870551052289864,2.6-3.0
 3 Series,2014,12579,Automatic,50750,Diesel,125,57.6,2.0,6,8458.333333333334,1,1,247.86206896551724,9.439784035838873,10.834686601143401,1.6-2.0
 1 Series,2018,22000,Automatic,18225,Petrol,145,32.5,3.0,2,9112.5,1,0,1207.1330589849108,9.998797732340453,9.810604425056072,2.6-3.0
 X1,2016,17000,Manual,31327,Diesel,125,58.9,2.0,4,7831.75,0,1,542.6628786669646,9.740968623038354,10.352267545330237,1.6-2.0
 X1,2017,17500,Automatic,27753,Diesel,145,65.7,2.0,3,9251.0,1,1,630.5624617158505,9.769956159911606,10.231135252930956,1.6-2.0
 X5,2016,31499,Automatic,34367,Hybrid,0,85.6,2.0,4,8591.75,1,0,916.5478511362645,10.357711078278063,10.444881177868536,1.6-2.0
 4 Series,2016,17940,Automatic,27069,Petrol,165,45.6,2.0,4,6767.25,1,0,662.750748088219,9.794788135612787,10.206181382608348,1.6-2.0
 X1,2017,14470,Automatic,80591,Diesel,30,65.7,2.0,3,26863.666666666668,1,1,179.54858482957155,9.57983281962553,11.297154667985431,1.6-2.0
 3 Series,2017,17650,Manual,17170,Diesel,150,60.1,2.0,3,5723.333333333333,0,1,1027.9557367501454,9.778491062361443,9.750977193313803,1.6-2.0
 1 Series,2014,9250,Manual,55760,Diesel,30,65.7,2.0,6,9293.333333333334,0,1,165.88952654232426,9.132378830506472,10.928829979276463,1.6-2.0
 3 Series,2015,16970,Automatic,42938,Diesel,200,49.6,3.0,5,8587.6,1,1,395.2210163491546,9.739202358228273,10.667535782852326,2.6-3.0
 1 Series,2014,10670,Automatic,53436,Diesel,30,64.2,2.0,6,8906.0,1,1,199.67811961973203,9.275191344295799,10.886258668910195,1.6-2.0
 4 Series,2017,19970,Automatic,44558,Diesel,145,50.4,3.0,3,14852.666666666666,1,1,448.179900354594,9.901986426409861,10.704569432697642,2.6-3.0
 2 Series,2017,17940,Manual,9369,Diesel,145,60.1,2.0,3,3123.0,0,1,1914.82548831252,9.794788135612787,9.145268375232467,1.6-2.0
 5 Series,2010,5970,Automatic,116882,Diesel,150,54.3,2.0,10,11688.2,1,1,51.07715473725638,8.694502206386648,11.66892871344631,1.6-2.0
 1 Series,2015,9270,Manual,62346,Diesel,0,78.5,1.5,5,12469.2,0,1,148.68636319892215,9.1345386585599,11.040470834473451,<=1.5
 6 Series,2016,17490,Automatic,62156,Diesel,200,49.6,3.0,4,15539.0,1,1,281.38876375571147,9.769384568012647,11.037418721328592,2.6-3.0
 5 Series,2011,8470,Automatic,84726,Diesel,145,54.3,2.0,9,9414.0,1,1,99.96931284375516,9.0442857876461,11.347189601980057,1.6-2.0
 5 Series,2019,24970,Automatic,10628,Petrol,150,47.9,2.0,1,10628.0,1,0,2349.4542717350396,10.12543038327382,9.271341393533582,1.6-2.0
 1 Series,2016,15997,Automatic,52874,Petrol,235,37.7,3.0,4,13218.5,1,0,302.54945720013615,9.680156483641596,10.87568591634858,2.6-3.0
 1 Series,2017,11997,Manual,10624,Diesel,0,83.1,1.5,3,3541.3333333333335,0,1,1129.2356927710844,9.392411897514927,9.270964993792617,<=1.5
 3 Series,2015,13940,Automatic,69986,Diesel,145,53.3,3.0,5,13997.2,1,1,199.18269368159346,9.542517684314515,11.156064789498748,2.6-3.0
 X1,2018,22470,Automatic,9365,Petrol,145,44.8,2.0,2,4682.5,1,0,2399.359316604378,10.019936365179374,9.144841389743487,1.6-2.0
 3 Series,2016,18770,Automatic,26108,Diesel,145,53.3,3.0,4,6527.0,1,1,718.9367243756702,9.840015129580555,10.170035361457623,2.6-3.0
 2 Series,2018,16470,Semi-Auto,18323,Diesel,145,56.5,1.5,2,9161.5,0,1,898.8702723353163,9.709295823171686,9.815966955006633,<=1.5
 5 Series,2012,9690,Automatic,71375,Diesel,125,57.6,2.0,8,8921.875,1,1,135.76182136602452,9.178849704884811,11.175716957368046,1.6-2.0
 4 Series,2018,22770,Automatic,13623,Diesel,145,58.9,2.0,2,6811.5,1,1,1671.4380092490642,10.033199159057785,9.519588222342524,1.6-2.0
 3 Series,2016,12970,Manual,32046,Diesel,20,68.9,2.0,4,8011.5,0,1,404.73069961929724,9.47039427731049,10.374958854223562,1.6-2.0
 3 Series,2017,14497,Manual,61093,Petrol,150,45.6,2.0,3,20364.333333333332,0,0,237.2939616650025,9.581697010450897,11.020168940665116,1.6-2.0
 1 Series,2013,11497,Manual,72000,Petrol,305,35.3,3.0,7,10285.714285714286,0,0,159.68055555555554,9.34984141075374,11.184435286790631,2.6-3.0
 X1,2017,17890,Automatic,33124,Diesel,125,60.1,2.0,3,11041.333333333334,1,1,540.0917763555126,9.791997176502765,10.408043563288523,1.6-2.0
 2 Series,2017,13970,Manual,27034,Petrol,150,48.7,1.5,3,9011.333333333334,0,0,516.7566767773915,9.544667452251007,10.204887601816106,<=1.5
 X2,2019,23240,Manual,4507,Petrol,150,41.5,1.5,1,4507.0,0,0,5156.423341468827,10.053630210965848,8.413608875159667,<=1.5
 X5,2015,25470,Automatic,54000,Diesel,200,47.1,3.0,5,10800.0,1,1,471.6666666666667,10.145256567973503,10.896757843893464,2.6-3.0
 2 Series,2017,14270,Manual,10874,Petrol,125,50.4,1.5,3,3624.6666666666665,0,0,1312.3045797314694,9.565914710470881,9.294221855956884,<=1.5
 1 Series,2016,10340,Manual,38936,Diesel,20,72.4,1.5,4,9734.0,0,1,265.56400246558457,9.24377514806242,10.569700234355869,<=1.5
 X4,2017,22670,Automatic,41543,Diesel,150,54.3,2.0,3,13847.666666666666,1,1,545.6996365211949,10.028797743501574,10.634508385524155,1.6-2.0
 7 Series,2017,31250,Automatic,27791,Diesel,145,53.3,3.0,3,9263.666666666666,1,1,1124.4647547767263,10.349774655164548,10.232503488480885,2.6-3.0
 X1,2018,22950,Automatic,14968,Diesel,150,60.1,2.0,2,7484.0,1,1,1533.2709780865848,10.04107321548869,9.613736674915236,1.6-2.0
 3 Series,2016,13190,Manual,19871,Diesel,20,72.4,2.0,4,4967.75,0,1,663.781389965276,9.48721424571136,9.897066984733206,1.6-2.0
 3 Series,2015,14495,Automatic,43838,Diesel,125,61.4,2.0,5,8767.6,1,1,330.64920844929054,9.581559041355757,10.688279111142762,1.6-2.0
 3 Series,2009,5995,Manual,47125,Diesel,125,58.9,2.0,11,4284.090909090909,0,1,127.21485411140584,8.698681067461614,10.760580144684319,1.6-2.0
 1 Series,2015,10990,Manual,69000,Diesel,30,62.8,2.0,5,13800.0,0,1,159.2753623188406,9.304741047397666,11.141876276228,1.6-2.0
 1 Series,2010,4990,Manual,83844,Diesel,30,62.8,2.0,10,8384.4,0,1,59.51529030103526,8.515191188745565,11.33672513518121,1.6-2.0
 X3,2016,20940,Automatic,19000,Diesel,150,54.3,2.0,4,4750.0,1,1,1102.1052631578948,9.949416484424528,9.852246888342531,1.6-2.0
 X3,2011,11940,Automatic,72000,Diesel,165,50.4,2.0,9,8000.0,1,1,165.83333333333334,9.387649386946594,11.184435286790631,1.6-2.0
 3 Series,2019,24850,Automatic,7438,Petrol,145,42.2,2.0,1,7438.0,1,0,3340.951868781931,10.120613031524774,8.914491710191342,1.6-2.0
 3 Series,2019,24450,Automatic,23150,Diesel,150,52.3,2.0,1,23150.0,1,1,1056.1555075593953,10.104385494903019,10.049793255125712,1.6-2.0
 X3,2018,28950,Automatic,13200,Petrol,150,30.4,2.0,2,6600.0,1,0,2193.1818181818185,10.273325483001141,9.488047863280759,1.6-2.0
 X1,2018,22900,Automatic,10923,Petrol,150,37.7,2.0,2,5461.5,1,0,2096.493637279136,10.03889218954233,9.298717482593595,1.6-2.0
 2 Series,2019,22950,Automatic,8225,Diesel,150,61.4,2.0,1,8225.0,1,1,2790.273556231003,10.04107321548869,9.015055148790369,1.6-2.0
